,Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
24236,oHiaVt8SG3EgVyyJlzhlwg,O'Neals Pub,611 S 3rd St,Philadelphia,PA,19147,39.941026,-75.147402,4.0,134,1,1,1,1,1,0,0,1,1,1,0,0,4,0,18239,6207,10326,86147,128426,36228
24237,-8NGFqFrlOmWawr827tZNg,Adobo Grill,110 E Washington St,Indianapolis,IN,46204,39.7673247,-86.1557407,3.5,254,0,1,1,2,1,1,1,1,0,1,1,1,4,0,4582,498,3999,73281,100517,5125
24238,F43ox1eEedpvt6968xp0sA,Perkins Restaurant & Bakery,4319 Swamp Rd,Doylestown,PA,18901,40.33114934,-75.13306528,2.5,35,1,0,1,1,1,1,0,1,1,1,0,0,4,0,10486,5469,3860,103626,133441,27598
24239,93a-L8ycyH7ObkNbR6VwoA,Panera Bread,6050 W 86th St,Indianapolis,IN,46278,39.911294,-86.267547,2.5,79,1,1,1,2,1,1,0,1,1,1,0,0,4,0,3427,1768,1089,131430,151217,8197
24240,LKVdxqd_-FThU0JVHIMveg,Corner Pub Bellevue,8058 Hwy 100,Nashville,TN,37221,36.046683,-86.953611,3.5,79,1,1,1,2,1,1,1,1,1,1,1,1,4,0,18140,8702,7396,85933,103715,36610
24242,yXP3IojU26Ms94i0RXIjKA,Latin it up,344 N 4th Ave,Tucson,AZ,85705,32.2261973,-110.9655644,4.0,35,0,1,1,1,1,1,0,1,1,1,0,0,1,0,24304,6115,12791,30885,42888,57521
24244,_-8TAMmIbDGkZCXAqSkFMg,Slack's Hoagie Shack,158 Baltimore Pike,Springfield,PA,19064,39.9235687,-75.3164952,3.5,58,1,0,1,1,1,1,0,1,1,1,0,0,1,0,8675,6088,1644,116394,133939,24459
24245,2PvPsZ3KRFCtHbQkNHvGpg,Asian Sofrito,2530 N 1st Ave,Tucson,AZ,85719,32.2529913,-110.9605596,4.5,147,1,1,1,2,1,1,1,1,1,1,1,0,4,0,18119,3526,12170,34013,48571,43989
24246,tAYDA1RuZfG88zF6Pzp8cw,615 Chutney,7075 Hwy 70S,Nashville,TN,37221,36.07320565,-86.91876672,4.5,132,1,1,1,2,1,0,1,1,1,1,1,0,1,0,18140,8702,7396,85933,103715,36610
24247,57Vny0AxGdEQBETfd7xU4A,Chopstix Asian Diner,"3820 S Palo Verde, Ste 101",Tucson,AZ,85714,32.1774317,-110.9185309,3.0,88,1,0,1,1,1,1,1,1,1,1,0,0,4,0,5132,1600,2090,35260,48721,15009
24248,pHoP6SXp7u1FpTPPmDCQWg,Dairy Queen,501 N 4th Ave,Tucson,AZ,85705,32.227888,-110.9659152,3.0,38,1,1,1,1,1,1,0,1,0,1,0,0,4,0,24304,6115,12791,30885,42888,57521
24249,hhjsHGRLm69PfLusIsZZqw,Steak ’n Shake,6208 Cambridge Way,Plainfield,IN,46168,39.6717858,-86.36995263,2.0,76,1,0,1,1,1,1,0,1,1,1,0,0,4,0,13703,7080,4291,70719,90647,30309
24251,-nwNPb3G-0L95igrhkvMtw,Panda Express,605 Paseo Nuevo,Santa Barbara,CA,93101,34.41872208,-119.7001659,2.5,46,1,1,1,1,1,1,0,1,1,1,0,0,4,0,13296,4177,6819,62925,91126,31683
24252,ipPhk2H1S5MjswqJH7xrCA,SoDo Restaurant + Bar,275 Hill St,Reno,NV,89501,39.52206421,-119.8140945,4.0,275,0,1,1,2,1,0,1,1,1,1,0,1,4,0,2776,332,2213,44393,55619,4252
24253,IAjKQ5xmNZiK2k9l5cjKyA,Tony Luke's,663 Cross Keys Rd,Sicklerville,NJ,8081,39.72981798,-75.01338439,2.5,66,0,0,1,2,1,1,0,1,1,1,0,0,4,0,16793,8832,4030,87407,104760,50589
24254,McYtxSrd0HQ07nsc3X65WQ,Rumba Island Bar & Grill,3687 Tampa Rd,Oldsmar,FL,34677,28.045303,-82.6813469,4.0,244,0,1,1,2,1,1,1,1,1,1,0,0,4,0,8566,4188,2925,69861,100486,20842
24255,U50T86i8wyNWGWxsP7GIRw,Chili's,2451 W Cheltenham Ave,Philadelphia,PA,19150,40.07476868,-75.15796211,1.5,86,1,0,1,2,1,1,0,1,1,1,0,1,1,0,9662,2652,4028,51163,61289,23378
24256,c32mGy62lMCp-ltl0Rcc5g,Phillyman Cheesesteak,227 4th Ave N,Nashville,TN,37219,36.164502,-86.779602,3.5,36,1,1,1,1,1,1,0,1,0,0,0,0,1,0,777,137,640,85463,87750,1162
24257,2puBfTq70dyDFkRlkwm1mg,Code Coffee,"300 S Wells Ave, Unit 5",Reno,NV,89502,39.5234337,-119.8025377,4.0,98,1,1,1,1,0,0,0,1,1,0,0,0,1,0,18616,6344,8448,48782,65655,43566
24258,PsO9LleYQJlFc_r-DJxVzg,Taco Bell,821 N Milpas Street,Santa Barbara,CA,93103,34.429167,-119.689368,3.5,30,1,0,1,1,1,1,0,1,1,1,0,0,4,0,8194,3426,3314,84853,132474,20249
24260,irolxiYw4pOCM9gGDOhnsw,Boston Market,3901 Chestnut St,Philadelphia,PA,19104,39.9556727,-75.2002489,2.5,36,1,0,1,1,1,1,0,1,1,1,0,0,1,0,16508,2296,10575,28603,46430,51808
24261,4ZKAGQ2U8M4mtONcAg42cQ,Lucky's Last Chance,848 S 2nd St,Philadelphia,PA,19147,39.9363134,-75.1468993,4.5,130,0,1,1,2,1,0,0,1,1,1,0,1,4,0,18239,6207,10326,86147,128426,36228
24263,uNEe6px0HeEh7uLjoQAlTA,Pancho Villas Grill,401 E 5th St,Tucson,AZ,85705,32.229154,-110.9654394,3.0,36,0,1,1,1,1,1,0,1,0,1,0,0,4,0,24304,6115,12791,30885,42888,57521
24266,4X_-18QYn1mitVpaeua1CQ,MIZU Sushi Bar,133 S 20th St,Philadelphia,PA,19103,39.9508987,-75.1736693,3.5,112,1,0,1,2,1,1,1,1,1,0,0,0,1,0,15765,3571,11832,79110,134268,21908
24267,ivD5l1I3a146ZDGIfr6HYA,Moo Dang,1565 S Virginia St,Reno,NV,89502,39.508593,-119.8055756,4.0,596,0,0,1,2,1,1,1,1,1,1,1,0,4,0,18616,6344,8448,48782,65655,43566
24269,Ln_LEQt8yx1GX5hHuLR8qA,Zushi Dozo,1892 Marlton Pike E,Cherry Hill,NJ,8003,39.9036902,-74.9677072,4.5,164,1,0,1,2,1,1,0,1,1,1,1,0,2,0,10884,7816,2038,132441,162489,30629
24272,_XgGH0u5KvN5keuLmmeUNg,Lee Roy Selmon's,34200 US Hwy 19 N,Palm Harbor,FL,34684,28.08269,-82.7394122,3.5,38,0,1,1,2,1,1,0,1,1,1,0,1,4,0,13173,5854,5766,56682,76217,25847
24273,6XCjqn2qDDdVTDyzKde1gw,Antonio's Mexican Grill,95 N Sierra St,Reno,NV,89501,39.5254065,-119.8143271,4.0,304,1,1,1,1,1,1,0,1,1,1,0,1,4,0,2776,332,2213,44393,55619,4252
24274,l_pr7T8XL0MV3Cy7RZenTQ,Wings To Go,547 E Gay St,West Chester,PA,19380,39.9648443,-75.5976887,2.5,30,1,0,1,2,1,1,0,1,0,0,0,0,1,0,20999,11647,7482,106738,136205,49534
24275,amM_bZbgZjoxXc2SVNQskQ,Caris Sub Shop,"294 E Moana Ln, Ste B1-B2",Reno,NV,89502,39.4916296,-119.7922199,5.0,52,1,0,1,1,1,0,0,1,0,0,1,0,1,0,18616,6344,8448,48782,65655,43566
24276,ddJjWQhRoBW5jK_TiWTMKw,Aj's On the River,9808 Vaughn St,Gibsonton,FL,33534,27.8566435,-82.3561872,4.0,132,1,1,1,2,1,1,0,1,1,1,0,1,4,0,5058,2473,1369,66295,68926,12839
24279,QGYzYUMsQe6k7__LD91E5w,QT Vietnamese Sandwich,48 N 10th St,Philadelphia,PA,19107,39.953229,-75.156582,4.5,538,1,1,1,1,1,1,0,1,1,0,0,0,1,0,7823,1743,5771,60676,91522,14875
24280,B_KHLlzbufFbu-ebTF6oKg,Emilio's Pizza,554 MacDade Blvd,Folsom,PA,19033,39.8900409,-75.324802,4.0,49,1,0,1,1,1,1,0,1,0,1,0,0,4,0,3007,1743,887,83642,97819,7777
24281,cV5bt3MYriACL8-EHOuQag,Mongkon Cafe,300 W Lancaster Ave,Devon,PA,19333,40.0440533,-75.427371,3.5,57,1,0,1,2,1,0,1,1,0,1,1,0,1,0,2787,1699,880,108674,184554,6895
24283,DnuRO4i1yI5REm5v1pUxWQ,Melba's,1525 Elysian Fields Ave,New Orleans,LA,70117,29.97304085,-90.05642831,3.5,554,1,1,1,2,1,1,0,1,1,1,0,0,4,0,11998,2259,7592,29663,52476,23389
24284,RL6BaK196Scg2DEY3Uc1AQ,McDonald's,1611 N Meridian St,Indianapolis,IN,46202,39.78903611,-86.15693989,1.5,160,1,1,1,1,1,1,0,1,1,1,0,0,2,0,9714,1991,7113,50216,79733,16335
24286,jZq8xsKyCrRRzJenCKKn-Q,The Sweet Spot,1040 N 2nd St,Philadelphia,PA,19123,39.9673363,-75.1407417,4.5,34,0,1,1,1,1,0,0,1,1,0,0,0,1,0,8565,2020,5678,77111,106137,13416
24287,1Q7ThwnBfieFf_ffYQ55mQ,Marco's Pizza,2201 Barataria Blvd,Marrero,LA,70072,29.86459073,-90.09704854,3.5,36,1,0,1,2,1,1,0,1,0,0,0,0,4,0,19825,8815,6254,53070,68566,56344
24288,LctFXe5Sg6_Ao_OzYXod0Q,Vinny's pizza,312 West Bay Dr,Largo,FL,33770,27.9169223,-82.7915662,4.0,65,1,1,0,1,0,0,0,1,0,0,0,0,1,0,11561,4295,5694,47908,66174,25281
24290,6PeAzc06qTMPoySLvh7JQQ,Crazy Dogs Taqueria,5505 W Cortaro Farms Rd,Tucson,AZ,85742,32.35912301,-111.0828789,4.5,42,0,1,1,1,1,1,0,1,1,1,0,0,2,0,11154,5970,3226,80808,98653,25212
24292,tvGlen-jTl9alu0sU3bqgg,OHot Cajun Seafood,1429 Old York Rd,Abington,PA,19001,40.1231556,-75.1158053,4.5,31,1,0,1,1,0,0,0,1,0,0,1,0,1,0,6132,3596,1574,88867,99983,17020
24293,Ea663rIHyKXz2VP2DPH7Cg,Tinsel,116 S 12th St,Philadelphia,PA,19107,39.94977605,-75.16045972,3.0,79,0,0,1,1,0,0,0,0,0,1,0,1,1,0,7823,1743,5771,60676,91522,14875
24294,DscQBR5j1EfSyACq_8TL6w,Chick & Peas Grill,30056 Sr 54,Wesley Chapel,FL,33543,28.2399691,-82.31860152,4.5,66,0,0,1,2,1,1,1,1,1,1,0,0,1,0,9822,5932,2307,84375,99790,21898
24295,M9EMOYyem3oWU1VLl2NiKg,Pho Hoa,1308 Manhattan Blvd,Harvey,LA,70058,29.89555,-90.06167,4.0,119,1,0,1,1,1,1,0,1,1,1,0,0,4,0,13844,5653,4888,49551,72216,39887
24296,QLHgjBHBoeIUoEvIPvjHnw,Mesa Burger - Santa Barbara,"315 Meigs Rd, Ste F",Santa Barbara,CA,93109,34.4007984,-119.7226708,4.0,442,1,1,1,2,1,1,0,1,0,1,1,0,4,0,4601,1980,2138,99556,136375,10858
24297,g5E1V500RBftRv_XmkBkcg,The Corner Bar,5506 S Meridian,Indianapolis,IN,46217,39.685943,-86.1589228,4.0,39,1,1,1,1,1,0,1,1,1,1,1,0,4,0,12797,7168,3973,68063,85292,29358
24298,183RrwDm8mmdKCX1E9dUVQ,K & A Bagel Cafe,1426 NJ-70,Cherry Hill,NJ,8034,39.9112057,-74.9920186,4.5,177,1,0,1,1,1,1,0,1,1,1,1,0,4,0,7233,3665,2457,95248,114885,18151
24300,in9VTpryqIEUxBsNehMpJA,Best of India,"5815 Charlotte Pike, Ste D",Nashville,TN,37209,36.148799,-86.8624178,4.0,143,1,0,1,2,1,1,1,1,1,1,1,0,1,0,16513,5233,8829,61096,82024,35457
24301,JxlG-tkqM3dorIAW-2Q-mQ,Il Boscaiolo Italiano Ristorante,620 S Broad St,Lansdale,PA,19446,40.2337807,-75.2917897,4.5,99,0,1,1,2,1,1,1,1,1,1,1,0,1,0,22647,12428,7315,87083,118037,55138
24303,mBgaPljP3OYkl_vGKTyFNw,LaScala's Birra,1700 E Passyunk Ave,Philadelphia,PA,19148,39.92867391,-75.16509328,4.0,383,1,1,1,2,1,1,1,1,0,1,1,1,4,0,19493,7020,7959,60226,75581,49732
24306,OS3PZwj_KyP1iD2Js8Jpig,Boca Loca Cantina and Taco Factory,2000 Belcourt Ave,Nashville,TN,37212,36.1369941,-86.7994368,3.5,103,1,0,1,2,1,0,1,1,1,1,0,1,4,0,7149,2539,4043,71699,135689,20148
24308,p2LfPp--eXZQzKtMdDL2aA,LaScala's Fire,615 Chestnut St,Philadelphia,PA,19106,39.9496281,-75.1518931,3.5,43,1,1,0,2,0,0,0,1,0,0,0,0,1,0,7625,2113,5180,116368,162885,11740
24311,2CDI713ATuxHfnB5b-sBdw,Vedge,1221 Locust St,Philadelphia,PA,19107,39.94793105,-75.16142798,4.5,1447,1,1,1,3,1,0,1,1,0,1,0,1,4,0,7823,1743,5771,60676,91522,14875
24312,WMS4J04WtBIvXczwP15kdA,Broad Street Pizzeria,40 W Broad St,Souderton,PA,18964,40.308178,-75.321873,4.0,31,1,0,1,2,1,1,0,1,0,1,0,0,4,0,5283,3240,1408,79931,101927,13812
24313,VTW1lze7qeAc0HykFT-3rw,Little Basil,"1 Kedron Ave, Unit K-6",Morton,PA,19070,39.90816024,-75.32702386,4.0,52,1,0,1,1,1,1,0,1,0,1,0,0,1,0,2793,1401,1072,82917,96290,7277
24314,Lo-nR399PiQkJRx44ue3NA,Applebee's Grill + Bar,2 Whittington Dr,Brownsburg,IN,46112,39.864326,-86.392049,3.0,34,1,0,1,2,1,1,1,1,1,1,0,1,1,0,13502,8805,3169,91131,107476,33662
24316,o_6YLXkEWeLZputXJ--QYA,Humpty's Dumplings,705 East Passyunk Ave,Philadelphia,PA,19147,39.9404748,-75.1507774,4.0,69,1,1,1,2,1,1,0,1,1,0,1,0,1,0,18239,6207,10326,86147,128426,36228
24319,Qkg16mN-8QR66gjzg6gMyw,Convivo Restaurant and Bar,901 E Cabrillo Blvd,Santa Barbara,CA,93103,34.417321,-119.672226,4.0,445,1,1,1,2,1,1,1,1,1,1,1,1,4,0,8194,3426,3314,84853,132474,20249
24321,YVZhEUtz5rwe02nFHwkG3A,Brothers Cafe,1502 Lapalco Blvd,Harvey,LA,70058,29.8765857,-90.04589,4.0,69,0,0,1,1,1,1,0,1,1,1,0,0,1,0,13844,5653,4888,49551,72216,39887
24323,c-y_ORtoUTFDBXXRVqUehQ,Heritage,"Whitney Peak Hotel, 255 N Virginia St",Reno,NV,89501,39.52786111,-119.8138335,3.5,252,0,0,1,2,1,0,1,1,1,1,1,1,4,0,2776,332,2213,44393,55619,4252
24325,QsSA6MC9-CoElSrXPDrIKA,Chipotle Mexican Grill,1202 W Irvington Rd,Tucson,AZ,85714,32.1639328,-110.9897341,2.5,39,1,1,1,1,0,1,0,1,0,1,0,0,1,0,5132,1600,2090,35260,48721,15009
24326,UYcXDGDdH4niV1WCn0PxXA,Champions Indianapolis,350 West Maryland Street,Indianapolis,IN,46225,39.765946,-86.164638,3.0,66,0,1,1,2,1,1,1,1,1,1,0,0,3,0,2163,516,1141,35694,47294,7319
24328,O-XwsROwYk3JoWz7bMuW8g,Rue De La Course,3128 Magazine St,New Orleans,LA,70115,29.9240492,-90.086055,3.5,51,0,1,0,1,0,0,0,0,1,0,0,0,1,0,14847,5248,8000,77961,119724,31695
24329,yRs15dgEYvxGatbDyeVXiA,Costa Vida,6307 E Broadway Blvd,Tucson,AZ,85710,32.2227682,-110.857586,4.0,106,1,1,1,2,1,1,0,1,0,1,0,0,4,0,24780,8081,12342,46055,59440,54439
24331,ZhEJ98pvDE0E5DFyIQBAGg,Vince's Pizzeria and Taproom,573 Durham Rd,Newtown,PA,18940,40.26763997,-74.98441424,4.0,77,0,1,1,1,1,0,0,1,1,0,1,1,1,0,11515,7555,3170,132214,176878,28825
24335,#NAME?,JJ Ratigan Brewing Co,227 E High St,Pottstown,PA,19464,40.245868,-75.649334,4.5,50,1,1,1,1,1,0,0,1,1,0,1,1,1,0,18589,8820,6107,64942,80703,45788
24337,pHnv_t-DAhk9rHMv3aQbBg,Wings To Go,513 S Oxford Valley Rd,Fairless Hills,PA,19030,40.16971394,-74.84881883,3.0,52,1,0,1,2,1,1,0,1,0,1,1,0,4,0,4546,2422,1206,81921,98506,12122
24338,OfHs6WEfuRfrSxTFZPIscQ,L A Cafe,4 S Main St,Whitestown,IN,46075,39.9967363,-86.3461193,4.0,73,1,1,1,2,1,1,1,1,1,1,1,0,4,0,2414,1604,506,96563,118540,2913
24340,SgmoSVPW3YLELadpuQ5PQA,JS Garden,5425 N Keystone Ave,Indianapolis,IN,46220,39.85196,-86.12106,4.0,119,1,0,1,1,1,1,1,1,1,1,1,0,1,0,16879,6824,8390,77377,109485,34830
24342,vXb4OWsjPoiBtmarfexj-g,Green Eggs Café,719 N 2nd St,Philadelphia,PA,19123,39.9623633,-75.1407424,3.5,852,0,1,0,2,1,1,0,1,0,1,1,0,4,0,8565,2020,5678,77111,106137,13416
24343,5lthMfvA5zK3YhkGHiA6sA,The Great American Pub,148 Bridge St,Phoenixville,PA,19460,40.1339799,-75.5143401,3.5,225,1,1,1,2,1,1,1,1,1,1,1,1,2,0,16443,8339,6022,104504,139548,40154
24344,06Fw40aGMI_sInznweYLow,Hilton Garden Inn Valley Forge/Oaks,500 Cresson Blvd,Phoenixville,PA,19460,40.13017251,-75.45059828,3.5,34,0,0,1,2,0,0,0,0,1,0,0,0,1,0,16443,8339,6022,104504,139548,40154
24345,uupdI7jlavQBKXme3NS6cA,Chipotle Mexican Grill,731 Thompson Ln,Nashville,TN,37204,36.11134877,-86.76669792,1.5,65,1,1,1,1,0,1,0,1,0,1,0,0,1,0,6080,2403,3122,89954,148770,12031
24346,nxdtFZh00Bdzf_OUNYdhYg,Thai Papaya Restaurant,321 Harding Pl,Antioch,TN,37211,36.0865818,-86.6928543,3.5,138,1,0,1,2,1,1,0,1,1,1,0,1,4,0,29353,11228,13064,59075,75023,74755
24347,BUPtFEuzN1KeB4erBi-ivA,Ruth's Cafe,3443 E 86th St,Indianapolis,IN,46240,39.9104915,-86.1077452,4.0,433,1,1,1,2,1,1,0,1,1,1,0,0,4,0,10165,3497,6021,56744,97368,18731
24348,T_TX4Lx03Juo4pHF5cMYuA,Ca'Dario Pizzeria Veloce,"38 W Victoria St, Ste 104",Santa Barbara,CA,93101,34.4236075,-119.7070539,3.0,34,1,0,1,1,0,1,0,1,0,1,0,0,1,0,13296,4177,6819,62925,91126,31683
24350,4lQxlwYNIYa6UKlhxaFEKg,Golden Corral Buffet & Grill,315 Old Lebanon Dirt Rd.,Hermitage,TN,37076,36.191017,-86.61336,2.5,61,1,0,1,2,1,1,0,1,0,1,0,0,4,0,16682,7082,6814,64392,77550,35230
24351,5RAj-6dwjudECuuj14GdnA,O'Maddy's Bar & Grille,5405 Shore Blvd S,St Petersburg,FL,33707,27.737883,-82.706758,4.0,459,0,1,1,2,1,1,1,1,1,1,0,0,3,0,12512,4411,6571,51861,74263,24599
24353,#NAME?,Keg & Kitchen,90 Haddon Ave,Westmont,NJ,8108,39.91166355,-75.05291846,3.5,359,0,1,1,2,1,1,1,1,0,1,0,1,4,0,7951,3630,3415,94851,111237,18045
24355,AG8iUJbLefR48HCykQTBiA,Bubba's 33,7799 South US 31,Indianapolis,IN,46227,39.65372159,-86.13780463,4.0,168,0,0,1,2,1,1,0,1,1,1,1,1,4,0,22360,7952,10190,44873,59720,57086
24357,DgaaiJq0ji-Wyx7yYLUVwQ,Chili's,916 S Broadway Ave,Boise,ID,83706,43.601484,-116.193054,2.5,51,1,1,1,2,1,1,1,1,1,1,0,1,3,0,14623,4965,7987,57664,80395,29732
24358,Jv4af70Tbc_R_GqvkumqaQ,Pizza Suprema,1905 Collier Pkwy,Lutz,FL,33549,28.18458843,-82.43864194,4.0,111,1,0,1,1,1,1,0,1,1,1,0,0,4,0,6883,3765,2188,71490,93450,16132
24362,#NAME?,Barr's Music City Soul Food,618 Brentwood E Dr,Nashville,TN,37211,36.0437303,-86.7142754,3.0,32,1,0,1,1,1,0,0,1,1,0,1,0,1,0,29353,11228,13064,59075,75023,74755
24363,ZiEnbtECCJjvBegWMFLs1g,Libertine Liquor Bar,608 Massachusetts Ave,Indianapolis,IN,46204,39.7757298,-86.1482486,4.0,161,0,0,1,2,1,0,0,0,1,1,1,1,4,0,4582,498,3999,73281,100517,5125
24364,RGzIHIhOIZzsjLRVDvSjRQ,Kinme,1117 Locust St,Philadelphia,PA,19107,39.94776822,-75.16017155,4.5,110,1,1,1,2,1,0,1,1,0,1,0,0,1,0,7823,1743,5771,60676,91522,14875
24366,2GLQjV1-_KbWDVqa3sVCjA,New Style Pizzeria,4060 Chestnut St,Philadelphia,PA,19104,39.9557374,-75.204671,3.5,65,1,0,1,1,1,1,0,1,1,1,1,0,4,0,16508,2296,10575,28603,46430,51808
24367,15hYNwnUrZ2zdjYunDE8lw,PDQ Cherry Hill,614 Haddonfield Rd,Cherry Hill,NJ,8002,39.9312573,-75.0311541,3.5,160,1,1,1,1,1,1,0,1,1,1,0,0,4,0,8684,4254,3080,85291,109609,22274
24368,49PkbvCIuz_QQ0TN3ClGxw,IHOP,4233 South State Route 159,Glen Carbon,IL,62034,38.76799,-89.95664,2.0,36,1,0,1,2,1,1,0,1,1,1,0,0,1,0,5528,2701,1784,84000,108462,13819
24369,odbCyrdi39ZoM7igExAmMA,Moe's Southwest Grill,2087 Collier Pkwy,Land O' Lakes,FL,34639,28.187539,-82.44073487,2.0,39,1,0,1,1,1,1,0,1,1,1,0,0,4,0,10195,6284,2219,88723,99266,24092
24370,B6Cn6maWQ6sLhLwYGLhSlg,Stockyard Sandwich,1541 Spring Garden St,Philadelphia,PA,19130,39.96307091,-75.1642701,4.5,284,1,1,1,2,1,1,0,1,1,0,0,0,4,0,14431,4157,9196,88858,121662,24870
24372,apeTBNwOifm9Vj_v2SLqyg,Teng Da Asian Fusion,721 Cheltena Ave,Jenkintown,PA,19046,40.1029266,-75.1262643,4.0,48,1,0,1,2,0,1,1,1,0,1,0,0,1,0,7312,3914,2315,104193,142602,17809
24373,eZhg3r6BVhoSwmBWVEmeuA,Potbelly Sandwich Shop,55 Monument Cir,Indianapolis,IN,46204,39.76826744,-86.15717096,4.0,171,1,1,1,1,1,1,0,1,1,1,0,0,4,0,4582,498,3999,73281,100517,5125
24375,kXvVlxBOaEBTUSMiRec9xA,Monsoons Tap & Grill,"6781 N Thornydale Rd, Ste 261",Tucson,AZ,85741,32.3299359,-111.046815,3.5,160,1,1,1,2,1,1,1,1,1,1,1,1,4,0,13989,5663,5499,63092,73330,32998
24376,5R3-eCIk4dRBtXo0A5MAzQ,Añejo Philadelphia,1001 N 2nd St,Philadelphia,PA,19123,39.966564,-75.139991,4.0,132,1,1,1,2,1,0,1,1,1,0,1,1,4,0,8565,2020,5678,77111,106137,13416
24377,PEdKTTpgtUSR_fLdJptMkw,Publix,3615 W Gandy Blvd,Tampa,FL,33611,27.8950491,-82.5031922,4.0,39,0,0,1,2,0,0,0,1,0,0,0,0,1,0,16269,6087,8484,66495,103942,29478
24378,cz3itN2cmTPkUpqWFqm3wA,Denny's,5550 Route 42,Turnersville,NJ,8012,39.75744698,-75.04657745,1.5,37,0,0,1,1,1,1,0,1,1,1,0,0,2,0,14625,7430,4781,79948,95210,38992
24379,4kgGdUYHe-uyqZtl5ch54A,Maro's Gyros,437 Sam Ridley Pkwy W,Smyrna,TN,37167,35.984121,-86.550464,4.0,49,1,0,1,1,1,1,0,1,1,1,1,1,1,0,21579,10955,6308,69482,80715,49322
24381,b6qRWQWf1bEA7wcRwNLu0g,King of Pizza,2300 Marlton Pike W,Cherry Hill,NJ,8034,39.92515498,-75.0472113,3.5,141,1,0,0,1,1,1,0,1,0,1,0,0,4,0,7233,3665,2457,95248,114885,18151
24382,jugVvW4yAJu92lzv3jun0w,Kay Bob's Grill & Ale,1602 21st Ave S,Nashville,TN,37212,36.1386026,-86.8003583,4.0,197,1,1,1,2,1,1,0,1,1,1,0,1,4,0,7149,2539,4043,71699,135689,20148
24383,ZFpJ-BvA1riQgzvW29JyiQ,Old Nelson Food Company,129 S 30th St,Philadelphia,PA,19104,39.95254288,-75.18361692,3.5,37,0,0,1,1,1,1,0,1,0,0,0,0,4,0,16508,2296,10575,28603,46430,51808
24384,bIQSx2fiHMq0IgmUo4C8QQ,Larry's Steaks,920 W Girard Ave,Philadelphia,PA,19123,39.9702412,-75.151779,3.0,70,1,1,1,2,1,1,0,1,1,0,0,0,4,0,8565,2020,5678,77111,106137,13416
24386,My0ztUgvsTJhUhSBjI8F5g,Giampino's Cucina Italiana B.Y.O.B,1254 W Chester Pike,Havertown,PA,19083,39.9725854,-75.3188519,3.5,82,1,0,1,2,1,1,1,1,1,1,1,0,3,0,13002,8471,3129,102055,126369,35878
24387,3wbb2oISVPhGDw1RZZHHgQ,Trident Pizza Pub,446 N Campbell Ave,Tucson,AZ,85719,32.22731414,-110.9434244,4.0,74,1,1,1,2,1,0,1,1,1,1,1,0,4,0,18119,3526,12170,34013,48571,43989
24388,CYc1pYOnmD6r5Z-RMrl5lw,Juice Bar - Franklin,232 5th Ave N,Franklin,TN,37064,35.9261919,-86.8729634,4.0,46,1,1,1,2,1,1,0,1,1,1,1,0,1,0,21795,14497,4934,105342,134928,48118
24389,PZnz-_Iyvw1syzwjbdR_ew,Mama Wong,268 Eagleview Blvd,Exton,PA,19341,40.0559209,-75.66735206,4.0,164,1,1,1,2,1,1,1,1,1,1,1,0,1,0,7825,4563,2392,107338,135072,16709
24390,TiywUz1q7Yw8JL4daD4fKQ,Carrabba's Italian Grill,3210 Tillman Dr,Bensalem,PA,19020,40.11534187,-74.9590072,3.5,150,1,1,1,2,1,1,0,1,1,1,0,1,4,0,21379,10247,7290,70488,94744,55493
24392,rFj1un-9Eg-3FYGarc1S_A,Basimo Beach Cafe,483 Mandalay Ave,Clearwater,FL,33767,27.9814984,-82.8267403,4.0,53,1,1,1,2,1,1,1,1,1,1,1,0,4,0,4049,2123,1706,87340,143679,8007
24394,nc4zwV4aj6FeMaSIxZk6Kg,Village Inn,5214 Gall Blvd,Zephyrhills,FL,33542,28.2334689,-82.1811821,2.5,34,1,0,1,2,1,0,0,1,0,0,0,0,4,0,10301,4000,4520,36239,45479,20824
24395,-0FX23yAacC4bbLaGPvyxw,The Grey Stone Fine Food and Spirits,552 Washington Crossing Rd,Newtown,PA,18940,40.25608221,-74.91697581,3.5,155,1,1,1,1,1,1,1,1,1,1,1,0,4,0,11515,7555,3170,132214,176878,28825
24397,RR2xEdCBOy1H9olTaJEyVQ,The Grub House,1953 N College Ave,Indianapolis,IN,46202,39.793722,-86.1446,4.0,85,1,0,1,1,1,1,0,1,1,1,0,0,2,0,9714,1991,7113,50216,79733,16335
24398,PsNsxahhRUIf6EEI_5n64Q,"Maxi's Pizza, Subs and Bar",1926 Liacouras Walk,Philadelphia,PA,19122,39.98221,-75.155986,3.5,81,1,1,1,1,1,0,0,1,0,1,0,1,3,0,6799,1355,3790,44758,72780,21653
